credit,sex,education,marital_status,age,bill_sep05,bill_aug05,bill_jul05,bill_jun05,bill_may05,bill_apr05,paid_sep05,paid_aug05,paid_jul05,paid_jun05,paid_may05,paid_apr05,default
200000,female,other,single,25,134857,123653,108765,96918,98685,97621,4257,3274,3025,3266,3145,2176,0
60000,male,undergraduate,married,52,58682,56893,58170,56539,29425,28013,3762,3000,2000,1000,1000,1500,0
160000,female,gradaute,married,34,1072,3297,5923,158,11030,158,3297,5939,158,11030,158,158,0
350000,male,gradaute,married,55,3297,11634,12952,39274,5474,14837,11637,12991,39278,6000,14837,931,0
300000,female,gradaute,married,39,1134,611,0,0,706,0,613,0,0,706,0,0,0
20000,male,undergraduate,single,23,10208,14972,17432,19548,18948,18358,4972,3000,2700,0,0,1000,1
80000,female,diploma,married,55,69116,64325,59653,55159,56277,57347,2500,2000,2000,2000,2000,2000,0
450000,male,gradaute,married,34,451113,460261,455701,451559,429235,391559,18500,20000,17000,16300,14108,16000,0
50000,female,undergraduate,single,47,43439,44769,43781,45021,28660,27807,2341,0,2554,0,1800,0,1
30000,male,undergraduate,married,33,34914,35000,0,0,0,0,1000,18000,0,0,0,0,0
60000,male,undergraduate,single,42,60660,57718,38144,29542,30700,30064,3500,1731,2009,4121,0,1000,0
180000,female,undergraduate,single,28,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,0
260000,female,gradaute,single,27,23820,23873,14856,17022,20032,11144,10000,3000,4000,5000,3000,6000,0
50000,female,undergraduate,other,52,50671,50525,38240,18443,20065,20296,1844,1292,804,5717,823,1299,0
140000,male,undergraduate,married,48,86114,87896,89397,90514,91661,90100,4100,3800,3500,3500,0,6900,1
70000,female,diploma,married,33,32405,22484,23169,23337,18265,18001,10580,8009,10004,5000,5000,5000,0
300000,female,gradaute,single,28,788,736,736,1025,27289,28142,1000,736,1025,27000,2000,1100,0
50000,female,gradaute,single,26,5310,34105,34536,0,0,0,29000,1000,0,0,0,0,1
320000,male,gradaute,single,26,111710,12484,13917,12125,0,0,1267,1700,243,0,0,220000,0
160000,female,undergraduate,married,25,103398,100925,97701,99434,99527,16331,0,0,2321,432,546,550,0
10000,female,gradaute,single,22,6967,9199,8908,9676,9680,8343,2523,0,1000,4,167,3535,1
360000,female,gradaute,single,28,9626,11684,18144,57687,49519,53478,15023,18500,57697,11000,15000,5000,0
360000,male,diploma,married,42,0,4435,0,3666,2749,2921,4435,0,3666,2878,2921,5270,0
140000,female,gradaute,single,27,143536,141849,131491,94362,85863,83974,5341,4000,3500,3000,13000,2300,0
390000,female,gradaute,single,30,86124,89129,90294,92243,94186,97562,4300,3437,3346,3475,5000,10005,0
450000,female,gradaute,married,33,3485,2989,2278,4714,768,1069,3004,2289,4737,771,1074,370,0
50000,female,undergraduate,married,43,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,1
50000,female,undergraduate,single,41,45408,36025,0,0,0,0,2025,0,0,0,0,0,0
50000,female,undergraduate,single,22,24775,25971,26666,27324,29596,26226,2001,1501,1501,3001,919,3501,0
90000,male,undergraduate,married,55,15019,19740,25382,27132,31675,37900,5000,6000,5000,5000,8000,2000,0
170000,male,gradaute,single,27,133149,138769,145050,146641,149603,157601,11936,13314,5801,5800,11000,1000,0
150000,female,diploma,single,39,60115,48412,37033,25032,12500,12500,1662,1783,1282,250,12500,12500,0
80000,female,gradaute,single,23,69584,66342,60514,48965,29648,28737,2519,1838,1434,1015,1505,663,0
20000,male,undergraduate,single,22,14380,13536,15040,14174,14472,14763,0,2040,0,526,532,1585,0
20000,female,undergraduate,single,50,13922,15433,15683,16050,17401,17573,3000,3000,1000,2000,1000,1000,0
50000,female,undergraduate,single,29,9730,9067,9816,9889,8765,9136,1500,1091,1000,1000,1000,2000,0
30000,female,gradaute,married,38,25080,26460,27042,27617,28546,13487,1800,2000,1400,1300,700,1000,0
210000,female,gradaute,single,29,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,female,diploma,single,29,47815,49216,51082,46983,19839,16389,2500,3009,4012,3000,2000,3000,0
180000,female,gradaute,single,38,16056,179490,180360,177460,140738,141830,180040,8200,9607,5103,5237,5000,0
360000,male,gradaute,single,35,2220,0,0,0,0,0,0,0,0,0,0,0,0
340000,male,gradaute,married,48,321046,329563,335012,197797,201935,140812,13690,12693,6100,6300,5100,5400,0
50000,male,undergraduate,married,43,780,390,390,650,260,520,0,390,650,0,800,800,1
20000,male,gradaute,married,35,5745,6023,7053,5909,3287,3604,2224,1171,500,500,500,5000,1
50000,female,diploma,married,55,46300,10849,8857,9658,9359,9554,1200,1147,1222,0,350,338,0
60000,female,gradaute,single,23,13233,12772,14555,15803,19217,18768,1500,2000,1500,3700,0,900,0
380000,female,undergraduate,single,28,123880,105184,69221,46858,33060,27047,7050,6018,3000,4000,4000,250400,0
130000,female,gradaute,single,27,0,0,0,0,0,0,0,0,0,0,0,623,0
20000,male,undergraduate,single,25,19770,19463,20998,19468,36702,0,1465,4000,0,367,0,0,1
210000,female,undergraduate,single,34,73415,76188,78276,81246,78971,80359,4002,4000,4323,3501,3000,2700,0
30000,male,undergraduate,single,42,2782,2975,2230,1390,4040,3080,2975,2230,1390,4040,3080,2190,0
360000,female,undergraduate,married,48,226430,231878,234192,190211,173557,146511,9100,7300,5800,5600,5600,4100,0
170000,male,undergraduate,married,35,3995,6300,15291,9085,5801,6603,6380,15291,182,116,6603,4000,0
290000,male,gradaute,married,51,225478,225603,216488,152892,150051,146287,10026,10006,7000,5000,5200,5500,0
60000,female,undergraduate,married,30,14135,13616,16065,18092,17504,19216,0,3000,2300,0,2000,0,1
90000,male,undergraduate,single,34,50281,14033,12628,20172,73512,72588,0,2000,20172,73512,3000,4000,0
60000,female,diploma,single,27,39325,40668,42009,43804,44473,45752,2000,2000,2500,1700,2000,1700,0
180000,male,gradaute,married,37,0,0,0,0,2201,2201,0,0,0,2201,0,0,0
740000,female,undergraduate,married,35,960,8154,1477,15713,8988,25449,8229,1487,15754,9012,25596,7003,1
240000,female,diploma,married,50,234205,231669,214642,207642,210375,214694,10116,9150,8008,8000,8009,7714,1
50000,male,diploma,married,23,13352,14111,0,0,0,0,1066,0,0,0,0,1000,0
170000,female,gradaute,single,27,118801,108980,112125,109579,107030,101130,4000,5300,3800,3880,3500,3400,0
380000,female,gradaute,single,32,91806,100291,108245,109006,117195,121246,10000,10000,10000,10001,6000,38000,0
210000,male,undergraduate,married,30,32903,33275,34174,34141,34456,34737,1600,1846,1209,1248,1247,1212,1
50000,male,undergraduate,single,25,7180,6922,7849,8018,8884,8593,0,1200,300,1000,0,1000,1
460000,female,gradaute,married,45,184,1899,1819,1572,237,1572,1904,1819,1572,237,1572,230,0
10000,male,gradaute,single,27,5703,6734,8833,9604,9800,10000,1130,2229,1000,196,200,0,0
30000,male,diploma,single,38,14095,15117,16130,16462,16808,17140,1255,1268,600,611,612,1000,0
200000,female,gradaute,single,32,3450,12113,16152,19443,19189,13947,12174,16239,19446,529,400,277,0
220000,male,gradaute,married,32,8757,-2323,-3322,-3322,-3622,-2852,9,23000,0,0,3000,0,0
50000,male,undergraduate,married,29,400,400,400,400,400,400,0,0,0,0,0,0,0
150000,female,other,married,25,1072,963,3271,16741,8230,6517,1321,3271,16741,0,3885,11970,0
30000,male,diploma,married,47,28923,29803,25373,23231,23913,21120,1586,1365,1663,5106,1050,0,0
90000,female,diploma,married,40,40467,41495,42520,42997,41698,43976,2000,2000,1800,0,3434,1708,0
20000,female,gradaute,single,24,18821,18714,18942,20179,20204,20239,2000,1300,1500,2500,1000,1000,0
60000,female,gradaute,single,28,21501,20650,0,0,0,2285,0,0,0,0,2285,0,0
400000,female,undergraduate,single,43,15000,18400,15000,492,14926,7626,18400,15000,492,15000,7725,3000,0
340000,female,undergraduate,single,25,0,0,0,1888,4777,4752,0,0,1888,4777,4752,1888,0
20000,male,undergraduate,single,63,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,0
210000,female,gradaute,single,32,19959,1592,-2,560,6190,243,1603,0,562,6196,243,4061,0
40000,female,diploma,married,39,34378,37584,38072,37160,39628,40428,3768,1400,0,3081,1600,0,1
400000,female,undergraduate,married,45,9083,12641,15377,14757,44843,6622,12658,15384,14757,44843,6622,6309,0
100000,male,gradaute,married,51,87603,93461,95022,95972,98283,97819,8200,4000,3400,4000,1600,2000,1
80000,male,undergraduate,married,36,25028,26054,20344,7311,6100,2160,3033,3379,0,0,0,0,0
30000,male,diploma,single,38,30771,29975,27541,27785,28839,29412,0,2000,1000,1500,1052,591,0
30000,female,gradaute,single,23,4242,3891,1005,5308,8430,0,3915,1005,5308,8443,0,1120,0
120000,male,undergraduate,married,43,3972,2809,1021,2311,3868,2980,2816,1021,2321,3868,2980,0,0
500000,male,gradaute,single,36,34639,41481,25747,5749,10370,14161,10010,8078,2000,5000,6000,15000,0
200000,female,gradaute,single,33,196304,195766,195191,182027,139901,135720,9000,8939,8099,5000,5000,5000,0
200000,female,gradaute,single,28,6023,3621,2659,1708,1629,13037,3632,2659,1708,1629,13037,450,0
80000,female,gradaute,married,44,-60,2400,595,1810,737,2555,2460,595,1815,737,2555,4290,0
20000,female,undergraduate,married,24,19891,15895,17140,18457,21381,18914,0,1500,1600,1646,678,1000,1
500000,female,undergraduate,single,31,-9,-9,-9,-9,1796,-90,0,0,0,1805,0,18268,0
90000,female,undergraduate,married,28,24657,25743,26406,24364,19726,19166,1500,1500,1508,1000,1000,800,0
90000,female,undergraduate,other,40,89762,90395,87428,61778,68248,66997,3000,2773,2402,7660,0,2711,0
150000,female,undergraduate,married,47,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,male,undergraduate,single,37,131446,102650,0,0,0,0,5000,0,0,0,0,0,0
250000,female,diploma,married,43,278,278,278,278,278,428,278,278,278,278,428,278,0
70000,male,undergraduate,married,45,43050,43410,36226,29369,25873,26101,1888,1225,856,6000,1097,604,0
160000,male,undergraduate,married,32,5525,4039,3656,3801,2540,2279,0,1094,1500,0,1000,0,1
350000,male,undergraduate,single,34,2184,1445,2424,4582,5600,2927,1445,2424,4584,5610,2927,1298,0
10000,male,undergraduate,married,32,8425,8148,9481,9180,10052,10091,0,1632,0,1022,350,0,0
110000,female,diploma,single,32,50433,42098,42753,42428,43740,44858,2200,2000,2500,2300,2300,2000,0
70000,female,undergraduate,married,34,50488,47018,46871,41821,41344,41376,2200,2015,2000,1500,1700,2000,0
280000,male,undergraduate,single,38,168581,170775,166749,168739,166757,161777,6000,5,5858,5741,5608,5712,1
110000,female,undergraduate,married,40,5457,6660,7590,8657,9013,9367,1300,1200,1200,500,500,1000,0
110000,male,undergraduate,married,32,73772,75299,72978,67877,60444,61737,2765,2404,2292,2196,2300,2200,0
200000,female,diploma,married,41,98184,103228,119034,0,0,0,5143,19034,0,0,0,0,0
210000,male,undergraduate,married,66,780,390,390,390,780,390,0,780,390,780,0,390,1
180000,male,undergraduate,married,35,32082,31293,31570,33370,33370,0,0,1400,2200,0,0,0,0
30000,female,diploma,single,47,25262,24365,5160,6160,5780,4790,1518,1000,1000,0,1000,0,0
170000,female,undergraduate,single,30,92626,90727,93345,93812,95613,95972,5000,5000,5000,5000,4400,3000,0
50000,male,undergraduate,married,41,36696,46041,47890,8412,9412,0,10000,3012,1000,1000,0,0,0
300000,female,gradaute,single,32,2081,1925,1656,1756,1776,3414,1925,1656,1756,1776,3414,109,0
30000,male,diploma,married,36,1493,1555,390,780,390,390,1858,390,780,0,390,0,0
210000,male,diploma,single,66,209396,136809,139411,138991,140886,143721,6510,6450,5103,5500,5307,5011,0
50000,female,undergraduate,married,27,43583,35245,27520,25928,26470,27077,3100,1723,1100,1111,1200,1130,0
50000,female,undergraduate,married,36,46203,45159,49125,47956,43578,35126,0,4700,0,2004,3500,0,0
30000,female,gradaute,single,22,14885,16579,17498,25032,25626,27191,1939,1500,8213,1000,2000,3200,1
170000,male,undergraduate,married,39,143339,125864,112300,110371,113685,98489,20000,6000,5000,5000,3000,2000,0
150000,female,undergraduate,married,37,40680,44960,45976,46890,47873,48833,4960,1765,1679,1739,1757,1795,0
70000,female,diploma,single,40,12924,14615,14692,14784,15175,16360,2600,1000,1000,1000,2000,2000,0
260000,female,other,single,32,169734,168207,155963,148701,141039,143838,6568,6025,5703,5123,5148,5368,1
350000,male,diploma,single,41,-331,1656,1440,27000,872,12600,2155,1440,27000,872,12600,0,0
200000,male,undergraduate,married,38,102272,104978,105924,102663,97090,98045,5000,4500,0,3500,3500,9000,1
120000,female,undergraduate,other,37,26446,27719,27570,28318,29217,28598,2000,600,1500,1500,0,1056,1
30000,male,gradaute,single,26,7510,7247,8165,8529,8743,8949,0,1200,500,500,500,500,1
150000,male,undergraduate,single,24,9514,14961,3337,1012,4944,1016,15046,3367,1020,5392,1016,0,0
50000,male,undergraduate,single,23,49283,48570,49362,47907,18145,17495,1781,3264,1400,3000,350,133,0
240000,female,gradaute,married,29,41923,21409,17833,194043,194991,192800,1779,1000,194043,6530,7000,7000,0
20000,female,undergraduate,married,50,0,390,181,891,501,1051,780,181,1100,0,1100,4030,0
90000,male,diploma,married,39,93757,91359,88616,56887,46700,47272,4000,2625,2511,1501,1391,1393,1
10000,male,undergraduate,single,23,5857,6722,8305,9405,9100,13392,1117,1700,1230,0,761,0,0
170000,female,undergraduate,married,29,79091,62575,63317,63903,43505,43995,2235,2493,2585,1683,1901,2111,0
210000,male,gradaute,single,32,218742,218317,73874,73219,96844,94731,10000,5000,5000,30000,4500,15000,0
230000,male,gradaute,married,43,9462,9701,10277,13148,12834,13861,1000,1000,3000,0,1200,0,0
200000,female,undergraduate,single,27,6369,5830,7254,7164,4576,5792,5830,7254,7164,4675,5792,5196,0
150000,female,diploma,single,47,153412,153720,150540,153103,152060,151470,7000,7000,7000,5200,5500,6300,0
340000,female,undergraduate,married,31,33639,37373,40990,42415,38367,37940,5000,5000,3000,2000,2000,3000,0
20000,female,diploma,married,36,14822,17216,17541,18300,19100,2200,3641,900,1200,1000,100,0,1
20000,female,undergraduate,married,26,15803,15252,18093,18499,20898,19999,0,3103,1000,3000,0,0,1
260000,male,undergraduate,married,54,212197,212185,212584,213851,215362,214879,7534,8201,7633,7436,7879,8727,0
20000,male,undergraduate,single,26,36060,31741,30013,25938,28447,24288,0,2600,0,6500,0,0,0
100000,male,gradaute,single,41,31452,32453,33490,34926,35771,36366,1527,1564,2000,1426,1320,1333,1
420000,female,diploma,single,35,63715,62201,56125,49114,47563,45829,3002,2200,1700,1800,1700,1500,0
400000,male,gradaute,single,48,112789,115910,120657,122338,124145,113477,5000,6624,5200,3826,3363,3398,0
50000,female,undergraduate,single,31,28947,30072,30895,31589,32071,32709,1900,1600,1500,1300,1300,1500,1
130000,female,undergraduate,married,41,8920,9538,10174,11036,10552,9934,1161,1187,1439,345,346,487,0
50000,female,undergraduate,single,33,12498,16264,17918,16072,17041,19028,4000,2000,1000,2000,2396,1000,0
110000,female,undergraduate,single,24,98843,92820,78232,69426,70987,75835,3200,3500,3000,3500,7000,3000,0
400000,female,gradaute,single,32,48419,51886,53291,57265,61035,64879,5000,3000,5000,5000,5000,5000,0
100000,female,undergraduate,single,32,101556,98734,98858,98259,80849,81151,3481,6006,3246,2994,2903,2849,0
360000,male,gradaute,married,52,236171,228951,220826,191655,162435,132093,8500,7800,6665,5670,4461,3100,0
50000,female,undergraduate,single,48,1309,2158,1787,860,896,1087,1000,1787,860,900,1087,3123,0
400000,female,gradaute,married,51,-9,1084,3884,0,27703,0,1093,3884,0,27703,0,56677,0
100000,female,undergraduate,married,47,6666,6666,0,6270,-396,-396,6666,0,6270,0,0,0,1
110000,male,undergraduate,single,47,53016,56532,57502,58460,59876,58761,5000,2500,2500,2500,0,5000,1
360000,female,undergraduate,married,50,147,686,6037,1560,0,275,686,6041,1560,0,275,0,0
290000,female,undergraduate,married,31,284583,274119,275169,189354,193163,197303,10000,10490,6620,6700,7000,7150,0
140000,female,diploma,married,46,68075,69972,71805,73613,75426,77169,3000,3000,3000,3000,3000,5000,0
10000,male,undergraduate,single,47,8640,9043,9489,9237,9422,9619,1145,1136,1144,329,340,418,1
210000,female,other,married,40,206446,202462,173236,84302,25876,140066,8139,10007,5609,2000,151139,6000,1
400000,male,gradaute,single,29,31348,27887,38915,29926,24383,45588,28102,39186,30153,12029,38220,6004,0
80000,female,undergraduate,single,36,82177,89893,80774,80082,78545,76742,10096,0,3800,3125,2783,3000,1
130000,female,gradaute,single,27,91467,68747,66372,64854,66432,46919,3247,3372,2354,2432,2919,1926,0
50000,male,undergraduate,single,28,45622,47061,48264,27806,24901,25441,2500,2500,2000,2000,941,3113,1
220000,female,undergraduate,married,25,142714,270596,52682,23243,18101,27036,7200,3200,1200,1000,25000,2000,0
20000,male,undergraduate,single,47,8557,8271,11127,10657,11178,11840,0,3000,0,1000,1000,1900,1
70000,female,undergraduate,married,28,29836,30856,30658,31850,31207,32037,1800,600,2000,0,1500,1500,1
260000,female,gradaute,married,48,8339,8333,0,0,0,0,5000,0,0,0,0,0,0
360000,male,gradaute,single,30,10821,5559,3272,13756,12852,20893,5586,3364,13132,10034,16104,14348,0
20000,female,undergraduate,married,22,15749,16221,19836,14354,10962,9274,1500,5000,500,500,246,500,0
80000,male,undergraduate,married,52,75113,76860,77456,21118,22260,23396,3500,2202,1500,1500,1500,1500,0
230000,male,gradaute,married,37,30769,30792,30140,31067,31091,28223,1500,1600,1500,1000,1000,1200,0
50000,female,gradaute,single,26,3655,-1,-1,-1,-1,349,0,0,0,0,350,351,0
20000,male,diploma,single,23,17010,-820,19970,19580,20180,20000,0,21490,600,600,600,0,0
70000,female,gradaute,single,27,69972,69528,67622,68922,1223,70027,5000,1900,2000,1223,70027,2600,0
70000,male,undergraduate,single,31,5942,8176,8891,9522,9084,8792,2500,1000,923,0,0,400,0
230000,female,undergraduate,single,31,4908,0,0,51750,51295,53257,0,0,52066,2000,3000,3000,0
300000,female,gradaute,married,34,74917,70878,68463,52987,46867,16335,3028,4560,78,3171,5015,5047,1
30000,male,undergraduate,single,36,20424,19809,22478,24111,23447,24951,0,3000,2300,0,2500,0,0
40000,male,gradaute,single,28,1892,1889,1716,41710,42219,39774,1889,1716,41710,2800,0,1500,1
50000,male,gradaute,single,26,29021,28408,29117,28764,28390,29443,1768,1477,1444,1100,1500,1100,0
210000,female,undergraduate,single,43,3577,1003,0,0,0,0,1003,0,0,0,0,150,0
120000,female,undergraduate,single,29,103944,97248,99283,101935,102754,105924,0,4500,5200,4000,5000,7200,0
100000,female,diploma,married,46,80402,86137,84998,85627,78245,79929,8000,1100,3000,3000,3100,3100,0
310000,female,gradaute,married,43,112343,25349,21033,19033,9588,5222,3023,21033,1000,192,104,87268,0
90000,female,undergraduate,married,37,2330,1073,2323,1073,1073,9699,0,2323,0,1073,9699,10289,0
240000,female,gradaute,single,28,0,0,1522,2141,590,176,0,1522,2141,590,176,1720,0
200000,female,undergraduate,married,48,1002,0,490,902,0,0,0,490,902,0,0,0,0
230000,female,undergraduate,single,32,17957,18063,20755,23278,24083,25145,3000,3000,3000,4000,4000,3000,0
30000,female,gradaute,married,23,26669,28080,28836,28812,29400,30000,1844,1600,576,588,600,0,1
30000,female,undergraduate,married,24,22280,23671,24233,22893,3332,3400,1748,1310,490,67,68,0,0
300000,female,gradaute,single,34,19357,5000,3744,8059,3425,11860,5032,3744,8059,3425,11860,7595,0
30000,female,undergraduate,married,28,21588,20942,23691,23012,26105,30500,0,3100,0,3500,5000,1000,1
420000,male,gradaute,single,29,16127,12074,85269,86388,87153,88957,1322,90499,3122,2915,3000,3150,0
50000,male,diploma,married,47,12975,13982,15315,16019,16336,16678,1230,1563,1267,584,605,609,0
100000,male,undergraduate,single,45,65781,60114,59478,54336,50640,49113,0,4817,6,1700,3650,0,1
50000,female,undergraduate,single,40,50531,50446,48763,35038,27839,27872,2504,1815,2389,3003,2800,2504,1
50000,female,undergraduate,married,32,24402,26872,28430,29160,31187,30537,8442,2000,1200,2500,0,1200,0
140000,female,gradaute,single,28,31,1272,1446,2880,1914,968,2000,1500,3000,1914,0,3287,1
60000,male,undergraduate,single,26,61103,61380,62158,120142,60428,58192,3000,2746,0,2297,1875,1158,1
410000,male,gradaute,single,32,380,190,190,380,190,1539,0,190,380,0,1539,0,0
140000,male,diploma,married,41,2139,0,1686,1686,205,6689,0,1686,0,205,6689,0,0
150000,female,gradaute,single,27,346,21191,1339,0,0,8777,21379,1339,0,0,8777,9495,0
210000,female,undergraduate,married,29,145499,107712,-564,4270,143607,144505,4751,0,6000,143754,5000,5314,0
20000,male,diploma,married,39,16946,14960,12772,12630,12524,11179,1529,1161,409,444,405,163,0
500000,female,gradaute,married,53,1200,0,3609,4053,0,4487,0,3609,4053,0,4487,638,0
280000,female,undergraduate,single,35,184050,171714,154940,136894,138467,128473,7088,6107,5000,5057,5005,50012,0
50000,male,gradaute,married,41,508,672,226,390,220,320,1000,390,1000,220,640,1000,0
50000,female,undergraduate,single,27,162865,167086,169217,18056,18179,18563,5000,3703,1000,660,686,638,0
50000,female,undergraduate,single,22,44980,41140,31888,28639,26737,24784,7,1580,1621,1020,2473,1079,1
140000,female,undergraduate,single,36,134783,142708,143475,136331,135778,135910,12800,5000,0,5100,5000,5000,0
50000,male,undergraduate,married,33,390,390,0,780,0,0,390,0,780,0,0,0,0
50000,male,undergraduate,single,30,0,676,-104,9732,9927,9339,676,0,10500,337,333,407,0
170000,female,undergraduate,married,33,172382,173101,171158,121399,118539,121276,6558,6316,3828,3569,3959,3997,0
20000,male,diploma,married,51,14341,15371,16375,18905,19462,18967,1266,1270,2800,1000,0,512,1
80000,female,diploma,single,38,77929,77711,74525,61360,49359,48253,3006,2747,2344,1756,1758,1717,0
260000,male,gradaute,single,39,248880,248758,245404,169632,165098,151157,10611,9708,5929,5622,5465,5474,0
80000,female,other,single,25,72732,74120,74071,41008,32152,32748,3201,4016,2109,1151,1685,1342,0
30000,male,diploma,single,59,13486,12984,13991,14114,14406,14692,0,1528,651,668,674,683,1
50000,male,gradaute,single,31,4560,7302,9011,11540,14180,15307,3000,2000,3000,3000,2000,5000,0
240000,female,undergraduate,single,27,4400,0,1129,1129,1971,2059,0,1129,0,1000,496,1000,1
160000,male,undergraduate,single,37,99793,101325,98706,90457,90588,92533,4300,0,4200,3238,3400,3550,1
130000,male,gradaute,single,37,91390,88381,89091,91212,29441,29683,5000,3424,4193,1042,1100,1080,0
100000,female,gradaute,single,42,60380,58567,79527,18950,19667,18531,2200,22004,656,1000,396,300,0
10000,male,undergraduate,single,32,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,0
320000,female,gradaute,married,38,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,male,undergraduate,single,33,16128,17441,18589,18607,19892,24338,2000,2000,2001,2001,100,4737,0
290000,female,diploma,married,29,161623,166345,167924,170227,164584,161912,11200,6000,6000,6000,6700,5000,0
100000,female,diploma,married,45,1480,916,1238,916,1444,1450,916,1238,916,1444,1450,1143,0
50000,male,diploma,single,32,49760,51105,48516,19078,19220,19514,2189,1600,1600,700,700,857,1
80000,female,gradaute,single,31,68613,69744,70313,71636,52471,53316,2600,3000,3000,2000,2000,2454,0
10000,male,diploma,single,28,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91,1
120000,female,gradaute,married,42,112237,114467,116900,119228,121805,115463,4097,4278,4308,11540,5685,4390,0
290000,female,undergraduate,married,32,169108,170419,142264,101952,103174,105464,7118,5800,3792,4010,4276,3655,0
200000,female,undergraduate,married,31,3850,2025,1926,3263,1580,16874,6,1931,3267,7,17894,2508,0
170000,female,undergraduate,single,24,1166,4144,3889,4889,4139,430,3000,0,1000,0,1000,17342,1
230000,male,gradaute,single,39,260,834,-150,517,53,603,1000,0,667,0,700,10200,0
400000,female,gradaute,married,32,0,3328,3328,3828,4893,4687,6656,3328,3828,4893,4687,3008,0
60000,female,undergraduate,married,42,58264,57923,58987,17350,17937,17298,3200,3000,800,1000,1000,1000,0
270000,female,diploma,married,37,265044,60052,68660,77184,85591,101945,73000,10000,10000,10000,20000,25000,0
280000,female,gradaute,married,56,89739,73565,77944,81926,79277,78723,4000,6000,6000,7000,5000,5000,0
280000,female,undergraduate,married,56,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,0
150000,female,undergraduate,single,26,10693,13188,19902,23068,26184,25615,3000,7000,3500,3500,0,3500,1
150000,male,gradaute,married,31,159734,160247,131511,129369,123191,132072,4800,4006,3669,0,11781,0,1
20000,female,undergraduate,single,23,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,0
260000,female,undergraduate,single,35,-7,-7,2493,2290,432,0,0,2507,2297,432,0,649,0
30000,male,undergraduate,single,24,25851,26912,27535,29175,28625,30383,1779,1402,2042,0,2192,0,1
380000,male,gradaute,married,37,83852,88996,77202,70542,65765,58355,13014,5068,2100,1947,2000,1600,0
150000,female,undergraduate,married,49,0,1870,669,0,13453,5773,1870,669,0,13453,5773,100,0
30000,female,gradaute,married,28,30497,30665,30945,31070,30969,30620,1800,1900,1776,1500,1100,2504,0
390000,male,gradaute,married,33,17794,23518,28139,32711,36215,40650,6000,5000,5000,4000,5000,8883,0
400000,female,gradaute,single,30,2912,2668,3222,21755,15258,16002,2668,3222,21755,500,1000,475,0
50000,male,undergraduate,single,28,48591,48896,48587,37211,28248,28430,2300,2000,1432,988,1600,1600,0
140000,male,gradaute,single,43,138859,141393,135784,136258,137747,138593,5100,4779,6000,6000,6000,5200,1
260000,female,gradaute,married,42,387,616,450,773,268,402,616,450,773,268,402,334,0
50000,female,undergraduate,single,56,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,0
60000,female,undergraduate,married,36,1577,2498,3309,3606,3400,3844,1100,1000,500,0,500,0,0
50000,female,gradaute,single,24,48482,39603,23610,18079,18668,17273,2000,1504,1000,1000,1000,1000,0
20000,male,undergraduate,married,51,16849,18686,18877,19252,19415,19954,2116,800,682,701,858,394,0
350000,female,undergraduate,single,32,10362,42541,10723,1310,7796,5225,42541,10723,1310,7796,0,0,0
200000,male,gradaute,married,38,3528,1190,1958,-5,1013,2350,1196,1968,200,1018,2361,2500,0
480000,female,undergraduate,married,38,4658,10545,13258,51723,40511,37226,6000,3066,51800,5030,3039,3112,0
260000,female,other,married,28,237212,228643,231156,223415,158739,159210,8006,7550,8080,4645,5047,4528,0
90000,female,undergraduate,married,37,2522,0,1261,1261,1261,1261,0,1261,1261,1261,1261,390,0
90000,female,undergraduate,married,35,72112,73854,75526,77317,85852,88290,3500,3500,3652,10000,4000,0,0
70000,female,undergraduate,single,22,9232,68209,66087,50716,48862,49850,68209,2081,2000,2000,1828,1518,0
200000,female,undergraduate,single,22,205736,199379,132963,145115,153040,155636,7758,5001,15000,10800,5600,0,1
40000,female,undergraduate,married,32,24114,25417,28777,29107,29693,30456,2000,4110,1100,1200,1400,0,0
30000,female,other,married,45,26958,26716,26679,22972,20152,11688,4000,5022,1232,820,286,237,0
360000,male,gradaute,married,37,25078,20970,14407,6820,10099,7806,21006,14430,6820,10099,7806,7862,0
20000,male,diploma,married,48,10805,15270,14740,18188,17630,16780,5000,0,4000,0,0,0,1
70000,female,gradaute,single,23,7668,8878,10077,11203,11320,11487,1500,1500,1600,600,500,600,1
120000,male,diploma,single,37,117681,119513,120990,121795,113328,120615,5200,5000,4200,0,9200,0,1
50000,female,undergraduate,married,31,13641,15409,16052,15993,15780,15549,2000,1223,1000,1000,1000,1000,0
130000,female,gradaute,single,33,1022,0,0,0,0,0,0,0,0,0,0,0,1
360000,female,gradaute,married,31,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105,0
50000,male,gradaute,married,29,48310,49690,40697,16751,17093,13191,2300,1400,335,342,4000,200,1
